τεθνηκότων,ξυμφυγόντες,μνηστηροφονίαν,καταλυομένων,εὐδαιμονιζομένων
ἑζόμεναι,ἑζόμενον,ἑζόμενοι,ἑζόμενος,πετάλοισιν
στέρησίς,στέρησις,τυφλότης,δέδιεν,κίνησίς
συχνῶν,πολιχνίων,ἐπανέστησαν,διακούσασα,καταληφθέντων
συνέπεισε,συνέπεισαν,συνέπεισεν,ἀναβάντας,ἐβεβαίωσε
Σούσοις,Ἐκβατάνοις,Σούσων,διέφθειρεν,ἀπέκτειναν
κούφισε,ἐκούφισε,ἀνεκούφισε,ἐκούφισεν,μεσσατίῳ
πολιτευομένους,ὑπατεύοντας,ἐμμένοντας,πολιτευομένη,στρατηγοῦντας
οἴην,ἄμμορον,ἐρύουσιν,ἀρκτικὸν,φάσθαι
διαφέροι,διαφέροιεν,ὡμοιωμένον,ξυστίδα,γεωμετρικός
δόχμιον,δόχμιος,τίταινεν,Κυβεληίδος,ἐρεισαμένη
στρατιώτης,φιλοστρατιώτης,κάπηλός,εὐπαρύφου,ἀνδρίᾳ
προσεγένοντο,πελτασταί,προσέθεντο,ἱππεῖς,ἑπτακισχίλιοι
πηκτίδων,πολύχορδα,πηκτίδας,πηκτίδες,ξενωθεὶς
εἰργάσαντο,ἐργασάμενοι,φεισάμενοι,ἐξειργάσαντο,ἐργάσαντο
ὀλιγαρχίας,ὀλιγαρχίαν,ἀριστοκρατικόν,ἀριστοκρατικὸν,ἀριστοκρατικῶς
γραφὶς,ἀργυρέη,βολὴ,δάνος,χρυσέη
Δούριος,Ὀυακκαίων,Ἄνας,Σκαῖος,Ἐρίγων
ὠνείδισε,ὠνείδισεν,νηπίη,Πηγάσιον,Βῆσσος
ταύταις,ταύτα,ταύτας,Αἰγυπτίους,μήτηρ
φροντίζοντος,φροντίζοντα,φροντίζοντας,φροντίζοντες,φροντίζοντι
στόμαχος,πλεύμων,στομάχου,ξηρῆς,στομάχῳ
παστάδι,θυρώματα,θυρώμασι,στρατοπεδεύοντος,κατακειμένου
τηλαυγέστερον,τηλαυγὲς,ἄματι,ἀστέρος,σελάνα
φιλοχρημάτους,δωροδόκους,φανήσεσθε,δειλούς,μεγαλᾶν
βουλεύωνται,νήφουσι,βουλεύεσθαι,στρατεύωνται,ἅδῃ
προεστῶσι,προεστῶσιν,προεστῶτος,θελήσει,ἐφεστῶσι
περιμεῖναι,κελευσθέντες,ἐπιμεῖναι,συνεῖπεν,τελέσειν
λώϊον,λῶπος,γεροντικὸν,προβέβηκε,πανδαισίαν
ἠφάνιζε,Σικανοῖς,παραδεδομένος,ἠφάνιζον,δυσκολαίνων
διδαχθείς,Ἱστιαίου,διδαχθεὶς,ἐνσχεθῆναι,ἀπομνημονεύσας
ζεύγεα,ὄφιες,τριπλᾶ,ζεύγλης,ἐσέρχονται
ἐπέβαλεν,ἐπέβαλε,ὀνομάσειεν,Κατʼ,Κέλερα
ὀνείαθʼ,</s>,·,εἴσβαινον,ὀμφαλόεσσαι
καταλειφθεὶς,ἐγκαταλειφθεὶς,ἀπολειφθεὶς,λειφθεὶς,καταλελειμμένος
πλεῖστ,ὠφελεῖν,στείχωμεν,σύαγρον,εὔθηρον
βέλτισται,κράτισται,ψυχαί,δημηγορία,ἔσονται
κατακοιμηθέντας,κοιμηθέντας,κατακοιμηθῆναι,κοιμηθέντες,κατακοιμηθεὶς
κούφοις,βαρέσιν,καθεῖσα,καθοπλισμοῖς,κούφοισιν
καταμαθών,συντόνου,πολεμιστάς,Πυθαγόρην,ἐκάλεσεν
ἐμνημόνευσας,ἐφόνευσας,ἐμνημόνευσαν,ἀπεμνημόνευσας,ἐμνημόνευσα
ἀπείρους,κόσμους,διισχυρισαίμην,κατεπάτουν,κηπείας
ὠνησάμενοι,πρ,ὠνησαμένων,δάνεια,καθώπλιζον
κατορθοῖ,ἀτεχνία,διδάξαντι,καταπέλτας,κατορθούμενα
συγχωρήσομεν,συγχωρήσουσιν,χωρήσουσι,φερώμεθα,ἡγεμονίης
κλήματι,κλήματος,κλήμασι,κλήματα,κλήμασιν
μοιχὸν,μοιχὸς,κλαίουσαν,μοιχευομένην,Χρυσί
ἀφνειόν,ἀφνειοῦ,ἐυκτίμενον,ἔφαλον,Κλεωνάς
φθινύθουσι,φθινύθουσιν,ἀποφθινύθουσι,φθινύθει,ἀμαθύνει
πραχθήσεσθαι,πραχθήσεται,Ἀνθεστηριῶνος,ἐλεγχθήσεσθαι,προσετάξατʼ
Δάρδανοι,ἀγχιμαχηταὶ,Λύκιοι,Δαρδάνους,Τρῶες
ἐλήλυθα,παρελήλυθα,πικραῖς,σημανῶν,ἐλήλυθεν
προδιελθεῖν,διέξιμεν,τάττοντες,ποιησόμεθα,διάταξιν
ἀποκυῆσαι,ἐνεργήματα,Λητὼ,ἑὰν,ἀποκυήσασα
κόπρον,ἑψήματι,πυρίπνοον,Αὐγέᾳ,καταπλάσσειν
τετραπλεύρου,τετραπλεύρων,κυρτῆς,τετραπλάσιόν,ἰσοπλεύρου
Φήλικα,Ὕμνον,Περαίας,δεδηλωμένοις,Πέμπει
ὁλοσχερεστέρων,ὁλοσχερεστέρας,προφαινομένης,οἰκοδεσποτησάντων,στεγῶν
μέμνῃ,ἀλγοῦντος,κατήλυθον,Τυδεΐδην,ποδοῖιν
ἐρωτήματος,ἐρωτήματι,ἐρωτήματα,ἀποκρινόμενος,ἐρωτᾷ
ἀσελήνῳ,πανσελήνῳ,ἀσελήνου,κοτίνοις,πολεμίους
συχνήν,ἀποτέμνονται,ἀγασσάμενοι,ἀμβροσίῳ,διασκευή
τυραννικός,ἀριστοκρατικὸς,Κολλυτεύς,τραγῳδοῦντες,φιλόφρων
πατρίσιν,κατηγορήσαντες,ἀγαπητοὶ,βουλευτικὴν,πράξαιμι
ἐποψόμενος,ὀνομαστήν,τετραπλεύρου,παλάμαις,ὁρίζεσθαι
γενοίατο,ἑωυτῷ,ἱρὰ,ὑποστροφαὶ,Ἀράξεω
ἔτικτεν,ἔτικτες,ἔτικτε,πολύτεκνον,τίκτεν
σπανίζοντα,σπανίζοντος,σπανίζοντας,σπανίζοντες,σπανίζομεν
ἐπιτρόπους,Ἑρπυλλίδος,ἐπιτρόπων,ἐπιτρόποις,μνησθέντας
ἑωυτέου,ἑωυτέῳ,φλᾶται,ὀστέον,ἐσφλᾶται
ὑλακτοῦσι,Λουπέρκους,διαθέοντες,Λυκαίοις,ἀγανακτοῦσιν
ὀλίγιστον,ὀλίγιστοι,ἅψις,σωζομένης,ὀστρείοισιν
ὀμωμοκόσιν,δικάσειν,εἰσαγγελίαν,προὐκαλεσάμην,ψηφιεῖσθαι
δείξωμεν,ἐπιδείξωμεν,ἀποδείξωμεν,ἀνατομῆς,διαλαμβάνομεν
ἥκεις,ἥκω,φράζε,ἦλθες,σὺ
καθέντα,καθέντες,καθέντος,στρογγύλην,κόψαντες
λήψεται,αἰτήσεται,ἐργάτης,δόλῳ,οὐδέποτε
Ἀρταμουξία,θεωρεῖτέ,ἀποκτείνωμεν,ἀτταταῖ,ἐλυπήθητε
μετρίου,πέρα,δέοντος,συναγόμενα,ἐμεθύσθη
ἐξαιτούμενος,ἐξαιτούμενοι,ἐξαιτουμένων,ἐπομνύμενος,παραιτούμενον
σκοτεινὸς,σκοτεινὸν,βρυγμὸς,ἀὴρ,πικραί
εὐλαβὴς,ἀπέραντα,παρατυχόντος,ἀνατιθεμένων,προσόμοιον
Θουκυδίδῃ,ἐξοστρακισμὸν,Μεθώνη,χαλεπαίνετε,εἴκετε
παλλακίδες,φυκίδες,παλλακίδων,ἐξίοι,κλίναις
ἀρχηγοὺς,ἀρχηγοὶ,ὀνομαζομένους,φρονιμωτάτων,ἥρωας
ἰσοπολιτείαν,ἰσοπολιτείας,Ῥοδίοις,πρεσβευσάμενοι,καταστρεφόμενοι
γεγόνεισαν,ἐγεγόνεισαν,Βερνίκης,συνεξῄει,Περαίαν
πολεμεῖτε,ἐπολεμεῖτε,κέχρησθε,ἀτταταῖ,πορεύῃ
ἀναιρουμένης,ἀναιρουμένου,ἀναιρουμένῳ,ἀναιρουμένους,ἀναιρουμένων
ΚΜ,ΓΚ,ΖΗ,ΗΘ,ΕΖ
πάχει,σιμοὶ,ὁμαλοὶ,γραμματικῇ,σωματικῇ
ἀκολασία,σωφροσύνη,λύπας,βλαβεροῦ,ἐπιθυμητικοῦ
γεγυμνασμένα,γεγυμνασμένοις,γεγυμνασμένον,γεγυμνασμένους,γεγυμνασμένοι
Σκιώνη,Θεόκλεια,Ψαμάθη,Φιλύρα,Σκιώνην
πεμπομένοις,πεμπομένους,πεμπομένῳ,πεμπομένων,ἀναλαβόντας
ἀποδεχομένου,ἀποδεχομένοις,ἀποδεχομένων,ἀποδεχομένους,ἀποδεχόμενον
σώματα,ποιήσω,αἰτίαν,κυρίως,τέμνειν
ἀνέρι,κολλήσαντα,Παρνησσοῖο,γήθησαν,λυσαμένα
χάρισαι,πείσθητι,σῶσον,κεχάρισαι,ἀμύητον
ἱμερτὴν,γλυκερῇ,ποντοπόρῳ,ἔπνεεν,χειμερίῃ
ὥπλιζεν,ὥπλιζε,συνέλεξεν,προφύλακες,ἔθαπτεν
Λαμπροκλέα,Ἀβεννῆρον,Ἰσθμῷ,Ἰσθμὸν,συναντόμενος
ὤλεσε,μαρναμένους,φθιμένοιο,ἀέξεται,ὀλέσσω
καταισχῦναι,ἕκατι,ἐκήρυττε,κέλευεν,εἰσβολὰς
ἄχθη,ἐγύμναζεν,ἐζωγρήθη,καταγνόντων,ζώπυρον
χαρίζῃ,σωφρονεῖς,παρακλήθητι,Μούκιος,Τυρρηνικοῖς
δοράτιον,χερμαδίοισιν,βάλετο,λοιβαῖσι,οἰῶ
διανοεῖται,Ἀνδρονίκου,παιδευτὴν,πέμπωμεν,μεμύθευται
ἀπατηθέντες,ἐξαπατηθέντες,ἐξαπατηθέντας,ἀπατηθῆναι,ἀπατηθεὶς
Πάδον,Πάδου,ποταμὸν,Μεδιολάνου,ἀντεστρατοπέδευσε
ἐλυπήθητε,μοιχεῦσαι,βαρβαρισμός,Ἀρταμουξία,ἐξελθόντας
στρατείαν,στρατείας,στρατεύειν,τὴν,στρατεύουσι
κρατοῦσαν,ἐπικρατοῦσαν,ἐνεργημάτων,συνήθειαν,ἐπιγενομένοις
βουλευσόμεθα,βουλευσόμενον,ἀγνωμόνων,πευσόμεθα,βουλευσόμενος
ἐπεισοδίοις,ἐπεισοδιοῦν,ἀναγραφάς,μετριάζοντα,ἀκροάμασιν
Ἀθηνῶν,μετοικήσαντος,κατάπλους,Ἄργους,Μεσσήνης
ὑπόκεινται,ἀπόκεινται,ὑπόκειται,συντιθεμένη,Πρός
χολωσαμένη,ὑποκυσαμένη,χωσαμένη,χολωσάμενος,χολωομένη
μεταβαλὼν,μεταβαλόντος,ἐπάγων,καταστήματος,αὐστηρὸν
πατέρα,μητέρα,τὸν,Τίμα,αὐτὸν
φάτταν,περιστερᾶς,περιστερὰν,ἐπάικλα,ἐοίκαμεν
ἀρεσθεὶς,εἱστιᾶτο,Κύαθον,κατοψομένους,ἐξέπεμψεν
χρήσωμαι,Πολλῶν,βοηθῶ,ἀχθοίμην,τηρήσω
ἀσαφὴς,ἦχοι,ἀνεῖχεν,καταρρήγνυται,ἐπεθερμάνθη
διαλέκτῳ,κατοικήσουσιν,μακρότερος,παραδεδώκασιν,Ματθαίου
προῖκʼ,Ἄφοβον,προῖκα,Ἄφοβος,ὀβολοῖς
ἀξιοῦσα,ἀξιοῦσαι,ἐξιοῦσα,Σαλώμη,παροξύνουσα
δικαίως,δέοιτο,Ἀσσύριοι,·,νίκην
</s>,·,ἀΐξασα,,,τρηχαλέον
ἄστοργος,ἄστοργον,Ἀμαζών,φιλήσῃ,ἐδίζετο
ἐπιμελεῖς,ἀμελεῖς,φιλοκερδεῖς,φιλοπόνους,ἁγνεῖαι
ἐπιεικέστατα,ἐπιεικέστατοι,δημοτικοῖς,μετριώτατα,μετριώτατοι
κωλύοντας,κωλύονται,ἀνέστελλον,ἀποτειχίσαι,παραπίπτουσιν
παρακελεύσεις,παρακελεύσει,κραυγὰς,παρακελεύσεως,ἅρπαξ
Κοίνου,ὑπασπιστάς,Σογδιανῶν,ἄγημα,ὑπασπιστὰς
φανεροί,ἀχθηδόνος,κλαυθμῷ,δανειστὰς,τήνελλα
ἐχιδνήεσσαν,</s>,τρηχαλέον,αἰνομανὴς,κυρτώσας
φονῆα,φονῆας,Δηριάδην,γυναιμανέοντι,ἐμάστιε
ἀναλίσκοντας,ἀναλίσκοντα,ἀναλίσκονται,ἀναλίσκοντες,καταναλίσκοντες
φάτις,θαυματὰ,πολύστονος,Ἀθηνέων,ἐπιχθονίοισι
Κρονίωνι,κελαινεφέϊ,κελαινεφέι,ὑπερμενέϊ,Ἐννοσιγαίῳ
ἀνεξικακίας,ἀνεξικακίαν,ἠπειγόμην,λέαιναν,ἐσκέμμεθα
ἐσιδεῖν,Δαρδανίην,πιθοίμην,ηΐδιον,κωφῷ
κατακορέα,δίψος,φυσώδεες,πικροχόλοισι,φλεγματώδεες
γράφοιμεν,ἀγαπητοί,Ζ,φιλεῖται,γράφοιεν
ἀποτίνει,ἀποτίνειν,τίνει,ἐζημίουν,ζημίην
ἀραιοῖς,γηραιοῖς,ἄτονον,ἀναλαμβάνουσι,λογογράφοι
ὀφίων,κἀκείναις,δολιχαὶ,ἀπικόμενος,ἀγοστῶν
ξηραίνειν,ξηραίνεται,ὑγραίνειν,μαλάσσειν,λίπας
ὀπωπὴν,φλογόεσσαν,ὀπωπή,φώριον,ἐρόεσσαν
Σαλώμην,Σαλώμη,Σαλώμης,διάθεσιν,Ἀρχελάου
ἐβόησαν,ἐβόησα,ἀλαλάξαντες,ἐρίπναι,περιστᾶσαι
τερπομένους,τερπομένην,τερπομένοισι,τερπομένω,τερπομένη
πληθυντικῶς,πληθυντικῶν,ἑνικῶς,θηλυκοῖς,ὀνοματικῶς
σῳζόμενοι,σῳζόμενον,σῳζόμενος,σῳζόμενα,οἰκοδεσποτεῖται
δὶς,τρὶς,ἅπαξ,ἀσύμμετρά,τρίς
δόντος,παραπέμψοντας,καὐτόν,Δακίας,βασιλέως
Κρονίωνα,ἀγγελέουσα,καλέσσαι,Κρονίωνος,κλυτὴ
φήσαιτʼ,ἡγήσαιτʼ,χρήσαιτʼ,φήσαιτε,κοινωνῶ
συμπλακέντα,συμπλακέντες,διαγωνισάμενοι,ἐμαχέσαντο,παραλληλεπίπεδα
σώζουσι,σώζουσιν,προστάντας,προσηγορίαι,ἡγήσαιντο
αὐτοί,αὐτοὶ,μνωόμενος,οἱ,φραζώμεθα
Σεναχείριμος,Ἱεροσόλυμα,Ἐζεκίᾳ,Ἰωάσου,Ἐζεκίας
ἀρέσκειαν,ταλασιουργίας,ἀλλότριοι,ἁπτομένη,βρώμασιν
προδέδωκεν,προδέδομαι,παρεδίδουν,εἰάσατε,προσοφειλομένων
γραφεῖσα,γραφεῖσαν,γραφεῖσαι,Χαιρώνδου,θαυμαζομένη
διάτορον,Ἐνυαλίῳ,δαιτυμόνα,Ἀράξεω,τράγοι
κακώσει,τραύμασι,ἐπικαιροτάτοις,ὑποχειρίαν,προσποιήσει
ὦ,Ἀρταμουξία,ἔτικτες,πότνι,γεραιά
Ἀρταμουξία,ἀτταταῖ,γεγωνώς,ΕΡΜΟΤΙΜΟΣΠῶς,ἔπειραν
